Old_names,Old_logfoldchanges,Old_pvals,Old_pvals_adj,Young_names,Young_logfoldchanges,Young_pvals,Young_pvals_adj
Ndufa10,,0.0007455195830251798,0.008658645839645561,Itpripl1,,0.0840706483547398,0.3542174969256562
Pex7,,0.0007859874125934536,0.00904810215556111,Mpz,,0.08407461794684072,0.3542174969256562
Sbno2,,0.0008204150854956319,0.009416729163137546,Scd2,,0.08431605537565773,0.35447157974256105
Shisa4,,0.0008236610506263412,0.009417056501434177,Sema3c,,0.08467177709970719,0.3548529795441727
Lyz2,,0.0008252555901870012,0.009417056501434177,Pik3cb,,0.08545622542183164,0.35734579733018057
Pfdn1,,0.0008296429514021479,0.009439600324965138,Strbp,,0.08606029110474216,0.35910445563322047
Cdc34,,0.0008334539673785987,0.009452406742026421,Notch4,,0.08671459822119999,0.36106482706146464
Ninj1,,0.0008355985520544562,0.009452406742026421,Nrbp2,,0.08692441496328994,0.3615538365210593
Ccdc124,,0.0008427170854718155,0.009505460151402552,Adamts5,,0.08723479587389298,0.3624596507966211
Cyp1b1,,0.000854740419270657,0.009594219175889655,Has2,,0.08911382917887915,0.36766782158682293
Acads,,0.0008796322610083834,0.00983680191310518,Tcim,,0.08915544418578879,0.36766782158682293
Mybpc1,,0.0008910646582022353,0.009936259464967376,Mical3,,0.08947014297999047,0.3678425836383222
Nfs1,,0.0009127527739164947,0.010097442428225181,Mmd,,0.0901862121852412,0.37039751783109554
1700021F05Rik,,0.0009264865028366035,0.010214839921415397,Wbp4,,0.09118627685387122,0.372939485481768
Ss18l2,,0.0009371296649045643,0.010303161540551867,Gas6,,0.09318618831747959,0.3799278552860574
Thbs2,,0.000968463174372382,0.010558676502767417,Marcksl1,,0.09478859460144468,0.3848574266286872
Myom1,,0.0009747990814673309,0.010598232235730925,Sox17,,0.09554302269723582,0.38601219399282277
Endog,,0.001017915918494193,0.011036351537358092,Nppc,,0.09556612569725224,0.38601219399282277
Lrrc39,,0.0010339796958115145,0.01117954842377422,Chd7,,0.0959264498534501,0.3866695414278102
Ryr1,,0.0010789401930647955,0.01156978607028934,Col4a4,,0.09632107208555755,0.3870643492226615
Trdn,,0.0011232270683724048,0.011979048353159652,Mafb,,0.09821807773835307,0.3932757389501371
Aimp2,,0.001127195619196956,0.011988705580263277,Sema3a,,0.09939664031620826,0.3955088133919145
Slc25a12,,0.0011394675190740387,0.01208638447061189,Mxd1,,0.10232096403117898,0.4041213453259683
Cavin4,,0.001159774505201042,0.012268533549613185,Tns3,,0.1026327293476662,0.4048681930663802
Stat1,,0.0011797510520859043,0.012446214603407627,Klhl2,,0.10282038423811496,0.4048681930663802
Coq5,,0.0012034236582864613,0.01266182849068067,Epha4,,0.1036828870312147,0.4074445982331068
Apoo,,0.0012651732037713913,0.013249550446092587,Fam89a,,0.10394381496770379,0.4080602726013968
Phkg1,,0.0012660531085433387,0.013249550446092587,Rasd1,,0.1042866319986085,0.4085011678942949
Rbm38,,0.0012719581483160943,0.013275851180024516,Rasgrp2,,0.10429488950432067,0.4085011678942949
Rragd,,0.0012965080883982415,0.013496097494656164,Cep295,,0.10436923042777081,0.4085011678942949
Plekhb2,,0.0013182679522171943,0.013686208925671349,Clcn6,,0.1056668892171281,0.4115597304430286
Ndufs1,,0.0013563003721097915,0.014006753710917478,Fam102a,,0.1061840184928041,0.412966002206335
Commd9,,0.0013990647619427344,0.014410367048010164,Prpf40b,,0.10686782326227995,0.4145497128330661
Sar1b,,0.0014348975449233283,0.014740653519238601,Snx13,,0.10762161504923261,0.4170603973294024
Ecm1,,0.0014530877912586407,0.014888444018288797,Gfm2,,0.11016428760457335,0.424421214654374
Lox,,0.0014595978131806226,0.014916098801015553,Cep83,,0.11328720126872836,0.4349197182446497
Gm12224,,0.0015069591889903128,0.015359995483614802,Stmn2,,0.11359357195540153,0.4350344820288078
Ctsb,,0.0015285760980982598,0.015539861942744386,Piezo2,,0.11693971612074111,0.4437203618405768
Carnmt1,,0.0015368581274207709,0.015582684562155124,Prox1,,0.1178177763630891,0.44592305361689466
Ank1,,0.0015407508752054249,0.015582684562155124,Gm26802,,0.11791782332485588,0.44592305361689466
Hsd11b1,,0.0015458867471102849,0.015594331773684678,Zfp982,,0.11960649431370553,0.4505872666344981
Trappc1,,0.0016853037862402576,0.016957015473892976,Ikbkap,,0.11999734477794338,0.4507385868146549
F830016B08Rik,,0.001756802538012953,0.01758599778461048,Rabgef1,,0.1214762716629476,0.4540690973241083
Phb,,0.0017789837833562213,0.017762608489939415,Flna,,0.12158007511386447,0.4540690973241083
Mrps30,,0.0018363770350897587,0.018289006909265434,Akap5,,0.12228991890725228,0.45541650104946285
Sssca1,,0.0018474968213304083,0.018353052179409184,Scg3,,0.12448905990090718,0.4614111557312033
Eef1e1,,0.0018895194454978728,0.018649934586031234,Dhx8,,0.12684684741471133,0.4670541493708186
Idh3b,,0.0018916770645514564,0.018649934586031234,Spata13,,0.12819679307656445,0.47031113852036655
Neb,,0.0019081990092347906,0.018765555080766258,Zkscan1,,0.12862328106744197,0.47093687754721036
Tmem70,,0.00195115914987651,0.019130248225489126,Il16,,0.1294474087754479,0.4726279458461782
Ubac1,,0.001955058582063273,0.019130248225489126,Tgs1,,0.13029249045264324,0.4742875057930507
Itgb1bp2,,0.0019660664164079097,0.019168324768768875,Slc4a3,,0.13038665207800781,0.4742875057930507
Gfer,,0.0019687446492194912,0.019168324768768875,Clcn3,,0.13149382632555845,0.47698501968325835
Coa5,,0.0020316159268825716,0.019731376520641154,Gas2,,0.13239760431959782,0.4793748596733634
Mrps28,,0.0020509706688761043,0.01987004751975513,Fam193b,,0.13397247830905654,0.482988613448205
Pgm2,,0.0020629711081618487,0.019936960289741915,Prkaa1,,0.13401268119692147,0.482988613448205
Coq7,,0.0021404950346705968,0.02058451490344156,Kcnj8,,0.1345620959327141,0.4837777160711129
Cp,,0.0021466869147118563,0.020593462216132855,Zfp160,,0.13597083972339868,0.48575623033049564
Cenpv,,0.0021737086188779657,0.02080170057283217,Pax7,,0.13602167308181484,0.48575623033049564
Tpd52l1,,0.0021908563852074537,0.020863775892218914,Hoxb5,,0.13762531573790987,0.4897167586641226
Tusc2,,0.0022283606239144214,0.021169425927187003,9930111J21Rik2,,0.13828908167159146,0.4911646693853076
Ptges3l,,0.0023658478964201026,0.02231308112430911,Map3k4,,0.13883278806323698,0.4917570429678819
Ctgf,,0.002426815649187793,0.022831379331555945,Rgs16,,0.13917251565176067,0.4921176306842118
Ube2d1,,0.002432469387138178,0.022831379331555945,Wdr70,,0.13927307934906885,0.4921176306842118
Pacsin3,,0.0025022668456508718,0.023430316827458164,Gucy1a1,,0.1394610466428108,0.4921176306842118
2310009B15Rik,,0.002602854729557751,0.024256127170211993,Endou,,0.13947289363699805,0.4921176306842118
Trim63,,0.002693104596631269,0.02497822604553267,Smc2,,0.14092255467783707,0.495290532066085
Ppp1r1a,,0.002726998734474585,0.025232796800788476,Apold1,,0.1410599390793581,0.495290532066085
Bex1,,0.002764236143826212,0.025456988863378337,Smagp,,0.14193443356960433,0.49756325697364656
Aebp1,,0.002774723416261867,0.025493585566312083,Ccdc9,,0.14199748544700133,0.49756325697364656
Ccdc107,,0.0028791163384642563,0.02639077599238665,Ppp1r9a,,0.14244697665455477,0.497865010518736
Fam53a,,0.0029530128424402587,0.026941940012380355,Mras,,0.14332654989557636,0.49953705814005867
Gstm5,,0.0030718189785121576,0.027831248800686537,Msto1,,0.1436474257076694,0.5002099859606921
Hspb3,,0.0030854698401236494,0.027890367099870587,Angpt2,,0.1439976861759263,0.5002372210985907
Tomm6,,0.0031631007563291684,0.028460635310970955,Bag4,,0.14401286374063527,0.5002372210985907
Serpina3n,,0.0032850578801888893,0.02949017555747549,S100b,,0.14474892510945622,0.5009629018903066
S100a9,,0.0032959803399249415,0.029520519566284258,Mnat1,,0.14475959173171607,0.5009629018903066
Fam46a,,0.0033946936884030657,0.030249552977655424,Kcnb1,,0.1461099454077842,0.5044731746364489
Prkaa2,,0.0034105557010368215,0.030249552977655424,Nos2,,0.14832654807507592,0.5097015883809017
Cd24a,,0.0034160200347786657,0.030249552977655424,Zdhhc21,,0.14869483662757163,0.510518939087996
Rpp25l,,0.0035244925818080147,0.031139647776967424,Lmo7,,0.1504384472291458,0.5154614358191071
Pfn2,,0.0035375797553840248,0.03114019932542639,Malt1,,0.15052948930537544,0.5154614358191071
Gstp1,,0.0035499559747048043,0.03114019932542639,Rad17,,0.15104671269500408,0.5163775431775925
Ppp1r14c,,0.0035536072333660304,0.03114019932542639,Ank3,,0.1510608806689687,0.5163775431775925
Ttn,,0.0035563794324132846,0.03114019932542639,Mut,,0.15188119537998757,0.5182763720290072
Vamp5,,0.0035971164195463755,0.031356600592660384,Robo2,,0.15549068516851813,0.5269117688478951
Mettl23,,0.003922867482400873,0.03375654553393634,N4bp3,,0.15582085001977822,0.5269117688478951
Ecsit,,0.003989664052845362,0.03424461645358936,Rrm2b,,0.155824073758678,0.5269117688478951
Hfe2,,0.004010704837696507,0.034349887822197216,Npat,,0.15691497919477115,0.5289967515661794
Clip4,,0.0041200203671231915,0.035199391508136425,Anks1,,0.1573578306230744,0.5300331747493229
Mrpl2,,0.004127879586672105,0.035199391508136425,Gm26882,,0.15753816169910806,0.5301843206279526
Nudt19,,0.004152409505441193,0.03533158870499311,Serf1,,0.1589635402900862,0.5322625040735018
Ldhb,,0.004276309203702303,0.03622829918461215,Gm26526,,0.15906011201948134,0.5322625040735018
Mybph,,0.004346119833781901,0.0367402009274781,Hotairm1,,0.159107595750127,0.5322625040735018
Cops5,,0.004374408255296905,0.036899642050069154,Tfrc,,0.15935501196455792,0.5326349417841842
Med29,,0.004387737738010352,0.036932484960371006,Zfp952,,0.16290947027949088,0.5390913950736028
Pdk2,,0.004430409011754631,0.03713388519869562,Fgfr4,,0.16456446180230477,0.5417201879682262
Icam1,,0.004481224399880466,0.03734077765039104,Kalrn,,0.16561178256317233,0.5437957356982018
Gys1,,0.004483323955810444,0.03734077765039104,Zbtb6,,0.1663793862691315,0.5449447011358834
Ddit4,,0.004483946217599333,0.03734077765039104,Kank4,,0.1668863817655033,0.5460352051954401
Pno1,,0.004828548327822139,0.03978723822125442,Kcnq1ot1,,0.16704261374757912,0.5460352051954401
2310002L09Rik,,0.004940927720756178,0.04062771239294051,Palld,,0.16965695672119185,0.5524437010039476
Pkia,,0.0050018200421944,0.0410421879353226,Cdh23,,0.17106202817316774,0.5558625195757563
Rab28,,0.005164406771471376,0.042199348859162766,Pparg,,0.17173399956527613,0.5568905338015665
0610009B22Rik,,0.00522456526020174,0.042601975892561685,Plvap,,0.17346974686804728,0.5603073594384962
Syngr2,,0.005263912613938886,0.04283358413920332,Abcg1,,0.17352043050302102,0.5603073594384962
Smyd1,,0.005278319763980866,0.04286170862286537,Ap1b1,,0.1736655517196366,0.5603073594384962
Smtnl2,,0.00534286445334636,0.043206552624788536,Notch3,,0.17638171439347383,0.5672621447297096
Glrx5,,0.0054836072232463595,0.04425327561193041,Wdr7,,0.17683687925207447,0.5677929002400488
Cotl1,,0.005735598814171256,0.04600232327595553,Cdk2,,0.17797416637108965,0.5705085071060155
Isca1,,0.005874400621919782,0.04701923115377102,Impdh1,,0.17837528467052588,0.5708592511859676
Mt2,,0.006033593797772694,0.048194869641800656,Ccm2l,,0.17877350086359767,0.5716662437746088
Mtx2,,0.006109905009069541,0.04860603293800443,Pi15,,0.18137894109781194,0.5767512705977208
Mllt11,,0.0063014320113392265,0.04992673055138003,Fem1c,,0.18139520033362144,0.5767512705977208
Ethe1,,0.006362196175295801,0.050204910947797915,Klhl3,,0.18605856073964122,0.5891854423421973
Rbp1,,0.006381105613917273,0.05025281161543703,Sned1,,0.1865634809863712,0.5898299390796905
Phyh,,0.006766910102161401,0.053171366290056046,Fam43a,,0.18680524187563674,0.5901176083141583
Tceal7,,0.006802518095693427,0.05325011165308814,Vps33a,,0.1911083239035497,0.5983983838067949
Wars,,0.006910239644785407,0.05398538516904208,3632451O06Rik,,0.19205638516969015,0.5999271281358078
Pabpc4,,0.006943869241430211,0.05414004822899969,Crybb3,,0.1924675290272767,0.6000224776789262
Grhpr,,0.007085502111906588,0.0547841232850556,Abcc9,,0.19490035711841092,0.6059094501679589
Pla1a,,0.00709620488060631,0.0547841232850556,Terf2,,0.19626206217749864,0.6082103811264684
Plac8,,0.00710279841209203,0.0547841232850556,Fam212a,,0.1975325942693399,0.6106971358374379
Lmod3,,0.007473899543733573,0.05735851532190825,Gpr4,,0.1995465495564086,0.6149804684754199
Txlnb,,0.007584735134257876,0.05809521196768166,E130307A14Rik,,0.20085789477343885,0.6175630794526626
Iigp1,,0.007769631921558215,0.05927941392003675,Plekhg3,,0.2017688243791551,0.6198769062951438
2310061I04Rik,,0.007787523169334342,0.05930032234391948,Rnd1,,0.2034778026949059,0.622196968553017
Tesk1,,0.008071050085138972,0.06114470156467968,Mgat5,,0.20602924941961365,0.6280362011124361
Ak6,,0.008116205421080809,0.06132592281488472,Ahr,,0.2072080579178398,0.6295443467433545
Usp13,,0.008227867054542426,0.06204984903945868,Cish,,0.2074890667600734,0.6295443467433545
Stbd1,,0.00826705626206459,0.0622254965571554,Nol4l,,0.2080459200930287,0.6307449506151156
Hdac3,,0.008527339112052734,0.06374319178098208,Pik3r6,,0.21002053695188372,0.6333739998993013
Glrx2,,0.008691349091895922,0.06455017143392912,Fam71a,,0.21124613824058236,0.635524508127317
Zbtb8os,,0.008860613246944928,0.06568265198587585,Trim25,,0.21157356729219656,0.6360206930734695
Ppp1r3c,,0.008981672471456186,0.06611902141570335,Cyr61,,0.21395126831396405,0.6402790986496669
Cuedc2,,0.008985015825432981,0.06611902141570335,Rgcc,,0.21536949182507747,0.6429871784922603
Sgcg,,0.00898705145456162,0.06611902141570335,Igkc,,0.21637079165377515,0.6454842061988384
Ighm,,0.009044216536102559,0.06641475332515087,Plcl1,,0.2173506934742706,0.6479136437610779
Mss51,,0.00910759064463972,0.06675488723430686,Cwc25,,0.21794925484256367,0.6483213236749388
Gsdme,,0.009163811767335082,0.0670414191726159,Gm26722,,0.21798437965156348,0.6483213236749388
Tcea3,,0.009217069775977551,0.06730524459547786,Cachd1,,0.21973749809440846,0.6510617468141671
Sms,,0.009309698179195124,0.06782068264759876,Zim1,,0.2228727952528664,0.6573655769553272
1500011K16Rik,,0.00932231151364541,0.06782068264759876,Tes,,0.22491589206669116,0.6620942834690697
Gadd45a,,0.00943378577359423,0.06840284384646954,Myl9,,0.22498563405561722,0.6620942834690697
Pde4dip,,0.009447157125687434,0.06840284384646954,Heyl,,0.22632428082889477,0.6647467550506894
Mfn2,,0.00945476201352581,0.06840284384646954,Hmgn5,,0.22639433430827005,0.6647467550506894
Pyurf,,0.009485693974646735,0.0685000114700504,Kcna2,,0.2293462765782439,0.6693969623618544
Polr2l,,0.00981935256565689,0.0707789059704992,Hpgd,,0.22988241055922587,0.6704618144029881
Dusp13,,0.00991640382298434,0.07127774643286046,Pccb,,0.2302174094976911,0.6709388985658696
B230118H07Rik,,0.009924980021949144,0.07127774643286046,Kif16b,,0.23497439362531625,0.6812516864070279
Snrpn,,0.010096606560110482,0.07224518843925488,Cdh11,,0.23595026116853646,0.6830690253059554
Dnajc2,,0.010319457964412507,0.07320360306509363,Tspan18,,0.23729538321129873,0.6854421622797219
Vgll2,,0.011078114794019864,0.07784513699065304,Elovl6,,0.23767316224284252,0.6859339774033018
Hddc2,,0.011259171422891515,0.07880544227652032,Gnai1,,0.23801396637472794,0.6859339774033018
Plscr2,,0.011275178251111746,0.07880544227652032,Pmp22,,0.24180116872733692,0.6933404940650526
Il6,,0.01130279293845163,0.07885763201622047,Mphosph9,,0.2434981587502163,0.696675287535341
Ctxn3,,0.01137684550001978,0.07909231489711799,Fzd5,,0.24386496349958842,0.6969393585115563
Mrps23,,0.011441047928911034,0.07939762693928686,Lama5,,0.24412464499727737,0.6969393585115563
Camk2b,,0.011569689947312757,0.08000665451198256,Mum1l1,,0.24596361179779658,0.699089239053873
Plpp7,,0.011786885541715099,0.0813648501063014,Nrros,,0.24612799474099056,0.699089239053873
Pfkfb3,,0.011980993557448305,0.0825591703941068,Gucy1b1,,0.24711365092679727,0.7003705070013764
Myh1,,0.012174691200014536,0.08374646987145323,Ptn,,0.2509720088405959,0.7055196283113945
Mrpl44,,0.012261836583388579,0.08419794453926825,Gipc3,,0.251198122898861,0.7055196283113945
Ifrd2,,0.012819721205643179,0.08741531149631951,Atp2c1,,0.25167594150467754,0.7055196283113945
Nme2,,0.013222240997244396,0.08938143568776263,Myo1d,,0.2520192640282447,0.7055196283113945
Cmc2,,0.013408039788216575,0.0904429519201954,Cwc27,,0.2520467439302826,0.7055196283113945
Sypl2,,0.013478124575215265,0.0904429519201954,Sox11,,0.2521773019947984,0.7055196283113945
Cacna1s,,0.013478333022745202,0.0904429519201954,Atxn1,,0.25621788851726146,0.7142712362226221
Cyb5r4,,0.013478958382427136,0.0904429519201954,Pde5a,,0.2576521943485375,0.7170164232765207
Mrpl16,,0.01349480938206288,0.0904429519201954,Fam98b,,0.25775219916966396,0.7170164232765207
Rangrf,,0.013915544982452007,0.09310332147233702,Arc,,0.2613350868419013,0.724922416654289
Gpd1,,0.013964291260739614,0.09327002729442807,Mall,,0.26185913144591266,0.7258616433989392
4933434E20Rik,,0.01426958941048227,0.0949849880146728,Cdh2,,0.2649380355343336,0.7314065565823771
Gbp7,,0.014321627376486274,0.09516952385665073,Slc5a3,,0.26897969041855185,0.7381103772829274
Prkca,,0.01449296429062045,0.09599983298645826,Adrb2,,0.2710355738329985,0.7413230160603466
Mgp,,0.014495631398823922,0.09599983298645826,Gkap1,,0.27273202470896885,0.7435173129489899
Tatdn1,,0.014627747245184456,0.09654806529115001,Tnfrsf10b,,0.2727876498198134,0.7435173129489899
Srl,,0.014881285027679856,0.09805614410494774,Pcdhga7,,0.27589798460072645,0.7483469935739733
Neurl2,,0.014999761378149979,0.09867069921693952,Kif1c,,0.27702810157430957,0.7496525664271411
Me1,,0.015042652569637261,0.09878407009557176,Sipa1l2,,0.2774022451855831,0.7498289970002571
Stradb,,0.015067473134148272,0.09878407009557176,Zufsp,,0.27810744888616257,0.7506371837803603
Dusp23,,0.015096936804055133,0.09881172349677557,Gadd45b,,0.27876232071822227,0.7514295614952631
Nhp2,,0.015147927123724314,0.09897994451128041,Cd248,,0.2805852664031273,0.7527217850121183
Dnaja3,,0.01530227547938849,0.09936945232498638,Arhgef9,,0.28080969383669363,0.7527217850121183
Esrra,,0.015305073384520303,0.09936945232498638,Sgcd,,0.2809725416205173,0.7527217850121183
Scn7a,,0.015309037854410883,0.09936945232498638,C230037L18Rik,,0.28340309350318804,0.756127953627456
Rdh14,,0.015334478590774596,0.09936945232498638,Spon1,,0.2850222136698429,0.7594124876131826
Jsrp1,,0.015548093721521227,0.10058717161327947,Myh11,,0.28644500388737837,0.7618504437543132
Coa6,,0.015679802419810138,0.10127185919329519,Lzts1,,0.28738616772947745,0.7618504437543132
