0_names,0_logfoldchanges,0_pvals,0_pvals_adj,1_names,1_logfoldchanges,1_pvals,1_pvals_adj,2_names,2_logfoldchanges,2_pvals,2_pvals_adj,3_names,3_logfoldchanges,3_pvals,3_pvals_adj,4_names,4_logfoldchanges,4_pvals,4_pvals_adj,5_names,5_logfoldchanges,5_pvals,5_pvals_adj,6_names,6_logfoldchanges,6_pvals,6_pvals_adj,7_names,7_logfoldchanges,7_pvals,7_pvals_adj,8_names,8_logfoldchanges,8_pvals,8_pvals_adj,9_names,9_logfoldchanges,9_pvals,9_pvals_adj,10_names,10_logfoldchanges,10_pvals,10_pvals_adj,11_names,11_logfoldchanges,11_pvals,11_pvals_adj,12_names,12_logfoldchanges,12_pvals,12_pvals_adj,13_names,13_logfoldchanges,13_pvals,13_pvals_adj,14_names,14_logfoldchanges,14_pvals,14_pvals_adj,15_names,15_logfoldchanges,15_pvals,15_pvals_adj,16_names,16_logfoldchanges,16_pvals,16_pvals_adj,17_names,17_logfoldchanges,17_pvals,17_pvals_adj
Tie1,,0.0,0.0,Igfbp4,,7.467145656158579e-274,1.0438002892215957e-271,F3,,3.036496479802669e-150,4.244588293552731e-148,Meg3,,2.748103872333267e-178,3.8414566272544316e-176,Cox7a1,,1.3585939590255931e-282,1.8991202698664898e-280,Tmod4,,2.202919969824915e-51,9.797987229425817e-50,H2-Ab1,,2.0270110434706764e-152,2.833471865765796e-150,Tm4sf1,,0.003670636795198904,0.013132424512256408,Atp1b2,,9.923560010927155e-76,1.3871719243846031e-73,Cd59a,,7.734248187034129e-64,1.0811374072875564e-61,Rhoh,,2.4111790054869725e-32,3.254260216371038e-30,Cpe,,2.2534244700188017e-26,3.1499654913048536e-24,Fbln1,,2.019464730259302e-52,2.8229231979410386e-50,Vegfc,,2.0645244576262523e-42,2.8859102596961257e-40,H2-Q7,,2.8519363094368927e-34,3.9865995411199996e-32,Cxcl1,,5.841657311748998e-19,8.165802399351993e-17,G0s2,,2.6101452343445434e-33,3.6486101597230513e-31,Mylk,,3.5316443315111127e-15,4.827652315380212e-13
Itga1,,0.0,0.0,Thy1,,8.71457766471297e-266,1.1761674820581573e-263,Hmcn2,,8.083744153591023e-148,1.0910267109363884e-145,Apod,,1.8230652765449487e-174,2.4605094801368723e-172,Rpl3l,,2.3329113111832364e-281,3.1486258179210992e-279,Eef1a2,,6.5619588055121156e-49,2.675365287997335e-47,Cd48,,2.9053359992052866e-151,3.921201758927411e-149,Prox1,,0.003911667512748554,0.013755855026862392,Cobll1,,1.200429038339965e-74,1.6201652607112493e-72,Fxyd3,,9.573391769193379e-63,1.2920777718835478e-60,Nppc,,5.230721401301058e-31,6.824347854897447e-29,Nr2f2,,4.165793318419234e-26,5.6223844994113385e-24,Ccdc3,,3.3745483582529744e-52,4.5544766462766e-50,Cdh5,,6.17845626783944e-41,8.338785459421921e-39,Il2rg,,3.941390012327655e-34,5.319517416638083e-32,Efemp1,,7.888762716394695e-18,1.0647109404127185e-15,Lmnb1,,3.8260436003192174e-33,5.163839535051523e-31,Lhx6,,3.576952405366023e-15,4.827652315380212e-13
Fabp5,,0.0,0.0,Smpd3,,2.5434731417086907e-254,3.318384625549272e-252,Cilp,,2.171784090982463e-145,2.833454310701787e-143,Steap4,,8.06001323152763e-174,1.051563059606638e-171,Adssl1,,1.0603746678063366e-279,1.3834354832646672e-277,Ndufc1,,3.1977506927583126e-47,1.2151452632481588e-45,Cfp,,1.341551072830368e-149,1.7502769663526867e-147,Mgll,,0.004519475463317798,0.01562652558606525,Trpc3,,5.099185536186127e-74,6.652737396210833e-72,Cadm4,,9.390215698758494e-62,1.225110141498025e-59,Apoe,,1.8508285022839633e-30,2.336820244496591e-28,Rasl11a,,5.183280502690408e-26,6.762453295843419e-24,Mgp,,4.927765364900329e-47,6.429091212739963e-45,Gcnt2,,1.7884104102022556e-40,2.3332794485105428e-38,Itgb7,,4.759478343850145e-34,6.209532745943155e-32,Aebp1,,1.2949672098741033e-17,1.6895005531490801e-15,Rac2,,4.184919697042702e-33,5.459925231408379e-31,Scarb1,,3.841222357602616e-15,5.01151476921888e-13
Myct1,,0.0,0.0,Ifi205,,2.221755645143215e-252,2.8051456758356593e-250,Cpxm2,,1.6502596112956139e-143,2.0835858447132365e-141,Igfbp4,,1.6379442177155312e-168,2.0680366671414803e-166,Atp5o-1,,4.465479660373838e-279,5.63802819054942e-277,Park7,,2.1965537181954763e-46,7.960473382423235e-45,Rassf4,,1.675860623654405e-148,2.1159091874139813e-146,F11r,,0.008139458281309847,0.026242042597237843,Cpe,,2.1115016091697203e-72,2.6659410639646082e-70,Hspa12a,,8.30067877782573e-58,1.0480276366583842e-55,Heyl,,1.644948411446324e-28,2.0119775257502848e-26,Gnb4,,9.28134676764359e-26,1.17184487898571e-23,Gas1,,4.4317503954215524e-46,5.595442273445148e-44,Tspan7,,4.295770008369365e-40,5.423756068631514e-38,Ptprcap,,1.0031735532047789e-33,1.2665875120140337e-31,Thbs1,,1.5471301347912765e-16,1.9533765637332442e-14,Fcer1g,,5.879374440858604e-33,7.423184374684058e-31,Pkp4,,7.673549192219934e-15,9.688474689789943e-13
Srgn,,0.0,0.0,Procr,,6.517653039021397e-246,7.971904373353045e-244,Dpep1,,5.696690110789622e-139,6.967764091759556e-137,Gpm6b,,1.877688574795959e-164,2.2966478380473075e-162,Sh3bgr,,4.5037688610738636e-278,5.508672288200969e-276,Ttn,,6.7136059593868605e-46,2.388823065912743e-44,Mgl2,,1.8706448525245915e-148,2.288032485244141e-146,Tspan7,,0.009072111711478946,0.028728353753016665,Btbd3,,3.9260659796989525e-72,4.802069451419281e-70,Gng2,,1.3153604502320756e-55,1.6088502506901074e-53,Mt2,,3.633228281484019e-27,4.309228937493469e-25,Tsc22d1,,1.8457575940051568e-25,2.2575922571675573e-23,1500015O10Rik,,1.9413180655936963e-45,2.3744746589792895e-43,Myo10,,2.7129569657924556e-39,3.318285488784897e-37,Cotl1,,3.0442190454936347e-33,3.7234604200194015e-31,Hk2,,1.7307535509494377e-16,2.1169279370050306e-14,Pglyrp1,,3.7568818507850213e-32,4.5951361137414285e-30,Aqp1,,1.2357930491731614e-14,1.5115293732699228e-12
Rasip1,,0.0,0.0,Mt1,,3.0920827950923156e-237,3.667397593936765e-235,Mfap5,,9.592212697938334e-138,1.137694560597898e-135,Col6a6,,4.468747764591415e-158,5.300205682003272e-156,Cycs,,7.032940755728723e-277,8.341493975127945e-275,Pkm,,7.40958151031315e-44,2.5218349592491887e-42,H2-Aa,,2.6672621080880725e-148,3.163534512441429e-146,Adgrg3,,0.009110200686138449,0.028802363073946596,Npy1r,,6.018944992470872e-72,7.138833545615453e-70,Egfl8,,1.4115450096778142e-55,1.6741779296602923e-53,Myc,,6.32400973779028e-26,7.280051209915045e-24,Ppp1r14a,,5.117251029127657e-25,6.069369856971408e-23,Igfbp6,,4.422746265993684e-45,5.245645116696751e-43,Isg15,,4.2641945898513014e-38,5.0575932195993916e-36,Ezr,,2.3746241001424036e-32,2.8164480993810205e-30,Spp1,,9.849454538150161e-16,1.1682050018884766e-13,Dennd4a,,4.2609023694045845e-32,5.053688446621074e-30,Esam,,1.8730881368366837e-14,2.2215960507814485e-12
Palmd,,0.0,0.0,Gas7,,9.373147841960276e-235,1.0790147251009565e-232,Abi3bp,,7.280376949245332e-137,8.380998640984186e-135,Igf1,,2.655823690041047e-157,3.057321742006076e-155,Park7,,5.978712683465625e-276,6.882553365613076e-274,Usmg5,,1.1640354290520996e-43,3.894046725905912e-42,Arhgdib,,8.262753425567922e-148,9.511887325786132e-146,Rasip1,,0.010512517002913493,0.03227136592110071,Cpm,,5.614578016830009e-71,6.463370105256663e-69,Sema3b,,3.602376378678247e-55,4.1469709253372524e-53,Hmcn2,,1.0559606591412187e-25,1.1808657199653515e-23,Carmn,,7.062437121210427e-25,8.130111438946357e-23,Bgn,,3.319651645269637e-44,3.821504864583929e-42,Gata2,,8.33581982114378e-38,9.595999641163752e-36,Arhgap15,,1.1376443178166502e-31,1.309629370568932e-29,Nr4a1,,2.555857059865618e-15,2.9422425095041266e-13,Pygl,,1.4536180285431287e-31,1.6733708716817076e-29,Tspan7,,7.472443091067354e-14,8.602100664246361e-12
Fli1,,0.0,0.0,Col1a2,,9.417726458058582e-234,1.0531708959097513e-231,Crispld2,,1.0400482153458835e-132,1.1630710613896539e-130,Myoc,,1.7181666860779835e-145,1.9214012598026366e-143,Cryab,,6.202179320748441e-275,6.935808531831257e-273,Ube2b,,1.325025345340274e-43,4.395041696323587e-42,Ptpn18,,1.0208362508610717e-144,1.1415865959629242e-142,Sh3gl3,,0.01068293749098198,0.032638929643939135,Inpp4b,,1.425301950247364e-70,1.5938948095051953e-68,Plekha4,,3.840359159710651e-54,4.294618786030711e-52,St3gal5,,1.207178795526412e-25,1.3124716126917713e-23,Flna,,7.72484239424918e-25,8.638580894597513e-23,Col11a1,,5.326314796483419e-43,5.956341746696029e-41,Mgll,,9.758114238205285e-38,1.0912359750952997e-35,Slc38a1,,2.122361662568186e-31,2.3734067277976805e-29,Angptl7,,7.396801114929636e-15,8.271737018238457e-13,Cebpb,,2.4695979202064737e-31,2.7617160741966115e-29,Cxcl16,,1.0812851796163838e-13,1.2091857694338647e-11
Tm4sf1,,0.0,0.0,Tnfaip2,,5.8216991153869534e-232,6.3294806493401485e-230,Prelp,,6.386513810601308e-132,6.943559737414866e-130,Adamts5,,1.0462449187135271e-141,1.1375007255124291e-139,Smpx,,1.1168663669538177e-274,1.2142819334047895e-272,Xirp2,,1.794938355270295e-43,5.903688002124315e-42,Ptafr,,3.686945196057371e-144,4.0085287492690414e-142,C1qtnf9,,0.012314710517287466,0.03668171762911959,Cbfa2t3,,6.474581462901791e-70,7.039308846054891e-68,Prx,,1.2353205517714964e-52,1.343067955453788e-50,Odc1,,1.7448622540321423e-25,1.8457813141302176e-23,Tpm2,,1.2748557309393534e-24,1.3860514808046192e-22,Cntfr,,8.8481429100373e-43,9.619897597190552e-41,Mcam,,1.224255021390554e-37,1.3310372649229522e-35,Tnfaip3,,2.1887901771362052e-31,2.3797013203641964e-29,Sox9,,8.244564671578208e-15,8.963673923488084e-13,Gsr,,2.964689099180512e-31,3.2232758706090344e-29,Tinagl1,,1.2526291848255786e-13,1.3618862859464762e-11
Id1,,0.0,0.0,Col1a1,,1.8047933690098153e-226,1.90917871521741e-224,Serpine2,,1.608251185562519e-127,1.7012689568355944e-125,Ifi205,,1.1852822223228727e-140,1.2538363832896552e-138,Scn1b,,3.404931780720489e-274,3.601865672902701e-272,Pfkm,,5.3286293006275955e-43,1.7236574448476372e-41,Plek,,5.646453500801841e-144,5.97303216274011e-142,Sox18,,0.013267624756948294,0.03904472428473355,Tm4sf1,,9.076745472435644e-70,9.601724805165707e-68,Sfrp5,,1.0559357949855755e-51,1.1170088382631197e-49,Jund,,2.0755013011431516e-24,2.1377663401774465e-22,Itga1,,1.822283291088817e-24,1.9276802165734135e-22,Mylk,,2.7779218176470133e-42,2.9385908092622733e-40,Egfl7,,2.790054083947654e-37,2.951424779613816e-35,Arhgap30,,1.0413693980000409e-30,1.101599952370854e-28,Rbp4,,1.3424160613570596e-14,1.4200585038247382e-12,Mcemp1,,3.215910002736334e-31,3.401911283975679e-29,Lrrc32,,1.5956661932890212e-13,1.6879560758197916e-11
Ushbp1,,0.0,0.0,Basp1,,1.157262635419192e-219,1.191980514481768e-217,Pcolce2,,1.638980867208566e-126,1.6881502932248233e-124,Vwa1,,5.40763546044726e-140,5.569864524260678e-138,Ube2b,,6.8063542014956795e-270,7.010544827540551e-268,Rpl3l,,1.5285515019974432e-42,4.824798853885478e-41,Gmfg,,7.662195901997834e-144,7.89206177905777e-142,Clca3a1,,0.013885878696596146,0.04061982751754657,Gjc1,,1.2365199031089805e-69,1.2736155002022501e-67,Tns3,,1.3093840925480532e-51,1.348665615324495e-49,Ifrd1,,6.251642643611665e-24,6.274084437716937e-22,Npy1r,,4.87806892897486e-24,5.024410996844106e-22,Kcnma1,,2.7551672393570923e-41,2.8378222565378052e-39,Tie1,,5.589544403335905e-37,5.757230735435983e-35,Fam49b,,2.0820951480931047e-30,2.144558002535898e-28,Itm2a,,1.545948148149769e-14,1.5923265925942623e-12,Tpd52,,3.741229199199554e-31,3.853466075175541e-29,Nr2f2,,1.8030835168421101e-13,1.8571760223473736e-11
Smco4,,0.0,0.0,Has1,,3.5623891356831066e-216,3.575177199247097e-214,Pmp22,,2.555921546282467e-125,2.565096649269122e-123,Gas1,,6.861984931530503e-137,6.886617697951382e-135,Pkm,,6.362540959481133e-269,6.385380850104911e-267,Pdlim3,,1.8203264457291003e-42,5.654569609987062e-41,Wfdc17,,3.7726743665049286e-141,3.78621730012828e-139,Tbx1,,0.01483610298796558,0.04291833488166835,Cog7,,3.5778686072430067e-69,3.590712238140802e-67,Itgb8,,1.7554661077096413e-50,1.73502274010185e-48,Rtn2,,1.6608503005576728e-22,1.5855044088738372e-20,Cox4i2,,1.4642521228835287e-23,1.4671780952022564e-21,Ctgf,,6.753039525011526e-41,6.777281205357721e-39,Rasip1,,8.143166988176083e-37,8.1723988696721e-35,Limd2,,2.964261653841224e-30,2.974902593111423e-28,Col3a1,,1.755624612620121e-14,1.7619268548192701e-12,Csf3r,,4.215494972960136e-31,4.2306275190169155e-29,Rasip1,,2.1755533125601798e-13,2.183362991118088e-11
Ccdc85a,,0.0,0.0,Has2,,6.235614356675608e-212,6.101548648007082e-210,Gas6,,1.5079988923531433e-124,1.475576916167551e-122,Fbn1,,8.082701526947786e-133,7.908923444118409e-131,Ak1,,5.941874918808507e-268,5.814124608054124e-266,Ndrg2,,4.3469853141432496e-42,1.3292266030903655e-40,Cd14,,3.882782676349793e-140,3.7993028488082725e-138,Klhl4,,0.017719526225417954,0.04964511499376226,Adcy6,,7.900344001852831e-69,7.730486605812996e-67,Foxd3,,1.7731453654592233e-50,1.73502274010185e-48,Prkcq,,1.9641894954915091e-22,1.830437544131849e-20,Cobll1,,1.499415529077421e-23,1.4671780952022564e-21,Chrdl1,,9.408486456146676e-41,9.206203997339523e-39,Dll4,,1.0823524148582303e-36,1.0590818379387784e-34,Emb,,3.9319826273430744e-30,3.847445000855198e-28,Kif21a,,2.1217695295204775e-14,2.0761514846357872e-12,Sorl1,,4.512337581283174e-31,4.4153223232855857e-29,F11r,,2.632998107474869e-13,2.5763886481641593e-11
Aqp7,,0.0,0.0,Tnfaip6,,6.49797301642091e-205,6.203186923480839e-203,Tmem176b,,1.2289191650510338e-119,1.1731681980511577e-117,Mfap5,,2.8564597813183325e-131,2.7268740448975498e-129,Tmod4,,8.972040246947291e-268,8.56501598208578e-266,Cox7a1,,7.291772312258284e-41,2.1458644233217236e-39,Adgre1,,7.680449838020467e-140,7.3320196746371e-138,Tcf15,,0.019253181711523137,0.05321818730148415,Pacsin3,,2.8201099619527995e-68,2.692173266117868e-66,Cldn19,,3.571887567942832e-50,3.4098458392507915e-48,Gem,,5.481471340696861e-22,4.9894136808110494e-20,Btbd3,,2.4800166363915772e-23,2.3675085645943008e-21,Ccdc80,,6.240417375973711e-38,5.957315514527099e-36,Sema7a,,2.347853112363331e-36,2.2413407516561167e-34,Dusp5,,1.9812597880161698e-29,1.846345431022688e-27,Csrp1,,3.48123719707466e-14,3.3233078998415173e-12,Lcn2,,5.378387501950226e-31,5.13439236161785e-29,Kcnb1,,2.825670913910583e-13,2.6974819407429324e-11
Scarb1,,0.0,0.0,Hspb8,,1.404882013827893e-202,1.3092162386005648e-200,Meox1,,1.3769928141001567e-117,1.2832261605685746e-115,C3,,9.70751480297391e-128,9.046479271152354e-126,Ankrd23,,3.5792777842854283e-265,3.335546011355516e-263,Jsrp1,,9.383369343259354e-41,2.7407841499639634e-39,Snx5,,3.447605780797166e-139,3.2128402442952633e-137,Tc2n,,0.020500915448491298,0.0562696935942461,Carmn,,7.566416473224456e-68,7.051179541952505e-66,Gpr37l1,,1.0580617284752173e-49,9.860127631552382e-48,Jsrp1,,1.169389900989781e-21,1.0402254710168189e-19,Ppp1r12a,,5.0277273141108956e-23,4.685363025578582e-21,Mkx,,7.140787572601139e-38,6.654533942657347e-36,Col8a1,,2.6528971443049577e-36,2.472247481621334e-34,Itgb2,,1.5743944558782753e-28,1.4330650930947835e-26,Nr2f2,,7.678471961654273e-14,7.155604585217815e-12,Fxyd5,,6.5811297963494685e-31,6.132986195931385e-29,Shank3,,3.8959706081148324e-13,3.6306735619432034e-11
Tinagl1,,0.0,0.0,Nbl1,,4.158815599645583e-201,3.7854893620960028e-199,Abca8b,,1.1080834619529025e-116,1.0086136442055025e-114,Aldh1a1,,5.179060160138099e-123,4.714149178321051e-121,Tuba4a,,2.1200795748667268e-264,1.9297654548903182e-262,Myot,,5.872739539928319e-39,1.5426780241127144e-37,Lgmn,,1.3226564294695042e-138,1.2039249453357301e-136,Nts,,0.02145225526196996,0.05859324989207985,Arhgef17,,1.847413151301652e-67,1.6815755986499223e-65,Sdc4,,8.808941879854318e-49,8.01818570180228e-47,Lmo4,,2.4427892549906997e-21,2.124683809785244e-19,Higd1b,,7.36753005450559e-23,6.70616572868253e-21,Ptprd,,1.9211395393970055e-37,1.748683757488344e-35,Esam,,2.9259545018000865e-36,2.6632990511733812e-34,Fyb,,7.970167840032371e-28,7.089826574065159e-26,Aspa,,1.1174155071188696e-13,1.0171079755495943e-11,Cotl1,,1.688256710865757e-30,1.536706224727575e-28,Nuak1,,4.164967232317487e-13,3.7910887784396844e-11
Rflnb,,0.0,0.0,Abi3bp,,1.4185582543933516e-200,1.2618720472035405e-198,Ifi205,,4.040240305071603e-116,3.593977398647785e-114,Abca6,,1.2375269270467007e-122,1.100836452831997e-120,Apobec2,,3.844136757081172e-264,3.4195343789126607e-262,Atp5k,,4.815779941834872e-38,1.2239586163858241e-36,H2-Eb1,,5.257785882391726e-138,4.677039532654822e-136,Gimap6,,0.021620846805360187,0.05886785482478277,Hopx,,2.079020697896017e-67,1.8493834117193206e-65,Drp2,,2.0020333512296726e-48,1.7808996674347588e-46,Zim1,,7.114580894197864e-21,5.924780770189456e-19,Atp1b2,,2.167895859314069e-22,1.885587642967837e-20,Crispld2,,1.4027829486374738e-36,1.2478391956743348e-34,Srgn,,4.846434666988012e-35,4.3111239287706994e-33,Spn,,8.309482996544528e-27,7.227403655216729e-25,Cspg4,,2.9388878658107684e-13,2.614274342450761e-11,Trem1,,4.43593120190923e-30,3.945962437334711e-28,Tmem252,,5.311133353725831e-13,4.724494533291569e-11
Slc28a2,,0.0,0.0,Ptgs2,,4.9723388619237116e-195,4.3248298456820906e-193,Igfbp5,,1.271015349598646e-115,1.1055009062953556e-113,Bgn,,5.854603559027595e-121,5.09220407334089e-119,Ndufa5,,3.0340990467386413e-263,2.6389919264300094e-261,Trdn,,8.628982745759116e-37,2.084804843635875e-35,Pirb,,4.114905123976774e-137,3.5790530344989093e-135,Pkhd1l1,,0.021647069543350383,0.05887882570720876,Ano1,,7.569792515311029e-67,6.584037312206081e-65,Cab39l,,2.9715128486373126e-48,2.584555842125876e-46,Ptprz1,,7.664475562106476e-21,6.249741114600989e-19,Plcl1,,6.249831912437159e-22,5.3177917620171826e-20,Mfap4,,1.8814282418080756e-36,1.6364244752081794e-34,Eps8l2,,7.299325062002388e-35,6.348790731706077e-33,Sec11c,,4.1605162326521744e-26,3.540056637956654e-24,Nt5e,,3.688940171638484e-13,3.208558184842895e-11,Cxcr2,,5.377276081533091e-30,4.6770352406934485e-28,Selp,,7.587349705007698e-13,6.599308165644473e-11
Bst2,,0.0,0.0,Aspn,,5.943736655602482e-192,5.057344623919156e-190,Ecm1,,1.379175818282264e-110,1.1734987288601697e-108,Tgfbi,,4.441589500856477e-118,3.779213327467881e-116,Mpc2,,2.2749615897800214e-261,1.9356955787823923e-259,Apobec2,,1.5862655060940893e-35,3.740146500513413e-34,Ncf2,,1.47344679829504e-136,1.253711036636258e-134,Pard6g,,0.023045155059506873,0.06190716328271098,Pcp4l1,,1.0829838738167199e-66,9.214780178518787e-65,Nr4a2,,2.940272542847304e-47,2.501788420153119e-45,Slc7a8,,3.2122294651748743e-20,2.5658502299376444e-18,Inpp4b,,7.926737843378326e-22,6.601117429570803e-20,Pdgfa,,2.8622909328086973e-36,2.435436241524618e-34,Atp2a3,,1.038581655966837e-34,8.836975220552608e-33,Gpr132,,9.103622703051501e-26,7.581187076541187e-24,Col8a1,,6.957480627588267e-13,5.919908516604451e-11,C5ar1,,6.983777583174417e-30,5.9422837957705805e-28,Apold1,,1.0864648996945401e-12,9.2443991682705e-11
Abcb1a,,0.0,0.0,Igfbp5,,3.0061658449892003e-189,2.5034325781463256e-187,Angptl1,,2.527339633863501e-105,2.104682409987605e-103,Atp1a2,,1.5425552640591173e-115,1.2845875113888055e-113,Mybpc2,,2.380585043923092e-256,1.9824701833861663e-254,Cryab,,3.3268974356163e-33,7.154657452199012e-32,Pltp,,1.451481560770218e-135,1.2087444316711986e-133,Hoxd9,,0.029898135666054336,0.07744626273788,Apold1,,1.3251758326795182e-66,1.1035613210867307e-64,Dmd,,3.8265643275568523e-47,3.186632505969685e-45,Zeb2,,3.494304973509213e-20,2.7353419332630117e-18,Trpc3,,1.6586845918494659e-21,1.352519060937252e-19,Apod,,1.9457294265873655e-35,1.620337228864457e-33,Lrrc32,,1.3926497748402398e-34,1.1597513231329146e-32,Neurl3,,1.5374136866764526e-25,1.253632743677424e-23,Gstm5,,2.116829165546259e-12,1.762823266797459e-10,Spi1,,8.622645587049284e-30,7.180645708023596e-28,Palmd,,1.136652362021398e-12,9.46565392542926e-11
Cldn5,,0.0,0.0,Aebp1,,1.6399040443171239e-186,1.3372050894702546e-184,Col14a1,,1.8208508310924186e-104,1.4847521151866096e-102,Pmp22,,2.139838106953304e-115,1.7448596563781733e-113,Ndrg2,,8.182656397340979e-256,6.6722744039984564e-254,Vdac1,,1.504912614051365e-32,3.1330999847856613e-31,Coro1a,,2.0196939354758127e-133,1.6468920965525688e-131,Scn3a,,0.030668740138662106,0.07912817989632398,Rasgrp2,,1.997237771858122e-66,1.6285809664693102e-64,Erbb3,,5.238424045581902e-47,4.271498273834909e-45,Mt1,,2.4923893325889595e-19,1.8065207125468866e-17,Rasl12,,2.901751073017137e-21,2.317847693834505e-19,S100a4,,2.4186823376613098e-33,1.972233889501326e-31,Edn1,,1.9278110148680575e-34,1.571969231706995e-32,Cd82,,4.6889890666864254e-24,3.74544963408381e-22,Ccl7,,2.5632760585048454e-12,2.0901380193724927e-10,Plaur,,1.2898632903050055e-29,1.0517760246362065e-27,Jam2,,1.1923874071361948e-12,9.722925649023055e-11
Mcf2l,,0.0,0.0,Aif1l,,4.398764189335389e-186,3.513625109603819e-184,Fxyd6,,5.714691875990934e-100,4.5647559189037786e-98,Fndc1,,5.401027572225025e-112,4.3142085546303565e-110,Acyp2,,2.4074685758534436e-255,1.8845664011780757e-253,Ank1,,1.1005033879134415e-30,2.070851086679428e-29,H2-DMa,,2.263226314390856e-132,1.8078097539848593e-130,Adgrl4,,0.03123408147708985,0.08026933348741279,Itga7,,9.122311667193114e-66,7.286679156202826e-64,Zeb2,,1.0305672834615863e-46,8.23191907646663e-45,Myod1,,2.922672350632989e-18,2.0069016807679858e-16,Heyl,,3.0742273995670187e-21,2.406505208381062e-19,Pdgfrl,,9.170225841115532e-33,7.324951824923712e-31,Grrp1,,5.715357397612655e-33,4.565287521276721e-31,Pim1,,5.14991659480778e-23,4.031354710415531e-21,Myoc,,2.760181352950093e-12,2.2047652684585028e-10,Samsn1,,3.3943687800401876e-29,2.711338654097407e-27,Fli1,,1.301617878779961e-12,1.0397004852132179e-10
Arhgef15,,0.0,0.0,Opcml,,1.8879661322404552e-185,1.4778998883178284e-183,Clu,,4.111475170765326e-98,3.2184627636750976e-96,Igfbp6,,4.110994644911053e-110,3.218086608036372e-108,Bin1,,9.202964072195673e-254,7.062823799720365e-252,Pgm2,,3.580898690887873e-29,6.36776236802019e-28,Trf,,2.64077290692834e-132,2.0671970315435045e-130,Iigp1,,0.035894992764206726,0.08988675731228735,Ednrb,,1.543110612772545e-65,1.2079469876783483e-63,Ank3,,1.5785855024491997e-44,1.2357167313172336e-42,Chd7,,7.85486951557875e-18,5.300682635168143e-16,Gjc1,,3.879018837611423e-21,2.9769568098845315e-19,Runx1,,3.133943220196273e-31,2.453250752769643e-29,Notch4,,8.938522221805137e-33,6.997075195229062e-31,Gimap3,,2.0887127682004957e-22,1.602984661713086e-20,Cdh19,,3.134387402784521e-12,2.453598458899723e-10,Itgb2,,4.448195108675083e-29,3.4820471310708555e-27,2200002D01Rik,,1.845534457231169e-12,1.4446843731205592e-10
AW112010,,0.0,0.0,Fhl1,,2.3674111033505792e-182,1.8168719722576797e-180,Sned1,,3.4019720761518475e-97,2.6108468051094766e-95,Nmb,,9.705005755640264e-110,7.448116181877645e-108,Hspb6,,3.0384301525388977e-250,2.2870030032763936e-248,Smpx,,1.4742236135116678e-28,2.530750536528363e-27,Ehd4,,3.334024315585904e-130,2.558700229647692e-128,Myct1,,0.04470357203529566,0.10755365249968088,Arap2,,2.845280710129754e-65,2.183613470479972e-63,Pllp,,5.496158071544525e-44,4.2180319003971116e-42,Hsd11b1,,8.114806382749383e-18,5.383280030861202e-16,Mrvi1,,6.346494964333454e-21,4.776957940461758e-19,Sema3a,,9.579912336308151e-31,7.352113114570609e-29,Apold1,,1.9959813957838058e-32,1.5318178790387874e-30,Itgal,,5.174437213579012e-22,3.894759087297741e-20,Ramp1,,4.467509957328548e-12,3.428594896663517e-10,Wfdc21,,7.165887996895849e-29,5.499467768598108e-27,Aplnr,,2.2172547192089727e-12,1.7016343080360626e-10
